merchant_id,merchant_type,product_category,product_name,date,day_of_week,weekend_flag,promotion_flag,original_price,production_quantity,sold_quantity,surplus_quantity,shelf_life_hours,preparation_time,storage_type,current_time,holding_time_hours,day_pattern,is_holiday_period
BAK003,Bakery,Bread,Sourdough Loaf,2026-01-10,5,1,0,4.55,46,37,9,29,9,Refrigerated,10:43,2.9,saturday,0
BAK003,Bakery,Pastries,Cheese Danish,2026-01-10,5,1,0,3.92,27,21,6,57,4,Refrigerated,08:36,1.7,saturday,0
BAK004,Bakery,Tarts,Chocolate Tart,2026-01-10,5,1,0,4.92,68,56,12,70,14,Ambient,07:21,2.4,saturday,0
BAK004,Bakery,Pastries,Cheese Danish,2026-01-10,5,1,0,3.89,72,58,14,69,0,Refrigerated,06:21,2.9,saturday,0
BAK004,Bakery,Cookies,Oatmeal Raisin,2026-01-10,5,1,0,3.79,35,26,9,286,8,Refrigerated,09:40,1.6,saturday,0
BAK004,Bakery,Bread,Sourdough Loaf,2026-01-10,5,1,0,7.69,40,32,8,24,3,Refrigerated,07:48,3.1,saturday,0
BAK005,Bakery,Pastries,Cheese Danish,2026-01-10,5,1,0,3.96,77,66,11,62,3,Refrigerated,08:37,1.3,saturday,0
BAK005,Bakery,Cakes,Carrot Cake,2026-01-10,5,1,0,13.51,53,42,11,65,25,Refrigerated,06:19,1.4,saturday,0
BAK005,Bakery,Tarts,Chocolate Tart,2026-01-10,5,1,0,6.17,32,24,8,55,15,Refrigerated,08:31,1.9,saturday,0
BAK005,Bakery,Bread,Focaccia,2026-01-10,5,1,0,4.27,60,48,12,48,6,Refrigerated,10:32,3.0,saturday,0
FNB001,Small F&B,Soup & Sides,Korokke,2026-01-10,5,1,0,4.12,34,27,7,46,9,Ambient,07:29,2.7,saturday,0
FNB001,Small F&B,Desserts,Red Bean Soup,2026-01-10,5,1,0,6.68,27,22,5,47,27,Refrigerated,09:02,3.3,saturday,0
FNB001,Small F&B,Rice Dishes,Fried Rice,2026-01-10,5,1,0,8.72,35,29,6,11,23,Frozen,07:52,1.3,saturday,0
FNB001,Small F&B,Bento Sets,Tempura Bento,2026-01-10,5,1,0,13.68,57,48,9,19,25,Frozen,08:50,1.6,saturday,0
FNB002,Small F&B,Desserts,Red Bean Soup,2026-01-10,5,1,0,7.01,38,31,7,56,13,Ambient,06:48,3.4,saturday,0
FNB002,Small F&B,Bento Sets,Tempura Bento,2026-01-10,5,1,1,17.61,28,24,4,13,32,Refrigerated,08:36,2.9,saturday,0
FNB002,Small F&B,Soup & Sides,Miso Soup,2026-01-10,5,1,0,6.53,25,21,4,35,12,Refrigerated,10:20,2.7,saturday,0
FNB003,Small F&B,Soup & Sides,Miso Soup,2026-01-10,5,1,1,7.18,45,40,5,25,12,Refrigerated,07:53,1.9,saturday,0
FNB003,Small F&B,Bento Sets,Yakitori Set,2026-01-10,5,1,1,18.31,23,20,3,20,20,Refrigerated,06:54,1.5,saturday,0
FNB004,Small F&B,Noodle Dishes,Pad Thai,2026-01-10,5,1,1,10.11,37,32,5,5,21,Refrigerated,08:41,1.5,saturday,0
FNB004,Small F&B,Desserts,Dorayaki,2026-01-10,5,1,0,8.58,25,20,5,54,12,Ambient,06:14,2.6,saturday,0
FNB004,Small F&B,Bento Sets,Katsu Don,2026-01-10,5,1,0,18.54,47,40,7,13,32,Refrigerated,06:51,1.3,saturday,0
FNB005,Small F&B,Soup & Sides,Edamame,2026-01-10,5,1,1,4.27,56,48,8,40,10,Refrigerated,09:40,3.2,saturday,0
FNB005,Small F&B,Noodle Dishes,Beef Noodles,2026-01-10,5,1,0,15.02,25,20,5,5,22,Ambient,07:27,1.9,saturday,0
CAF001,Café,Pastries,Croissant,2026-01-11,6,1,1,6.89,29,25,4,36,5,Refrigerated,07:41,1.2,sunday,0
CAF001,Café,Sandwiches,Tuna Melt,2026-01-11,6,1,0,8.93,25,22,3,22,5,Refrigerated,10:59,1.9,sunday,0
CAF002,Café,Sandwiches,Turkey Sandwich,2026-01-11,6,1,1,7.08,14,12,2,7,11,Ambient,08:40,3.1,sunday,0
CAF002,Café,Pastries,Cinnamon Roll,2026-01-11,6,1,0,3.83,44,39,5,29,2,Ambient,06:58,1.6,sunday,0
CAF002,Café,Salads,Quinoa Power Bowl,2026-01-11,6,1,0,11.93,14,11,3,27,8,Refrigerated,07:59,2.3,sunday,0
CAF003,Café,Pastries,Almond Croissant,2026-01-11,6,1,0,6.31,20,16,4,57,5,Refrigerated,07:23,1.4,sunday,0
CAF003,Café,Coffee & Beverages,Cappuccino,2026-01-11,6,1,0,7.2,11,9,2,8,2,Refrigerated,07:36,2.9,sunday,0
CAF003,Café,Salads,Caesar Salad,2026-01-11,6,1,1,11.5,46,42,4,18,17,Ambient,08:07,1.7,sunday,0
CAF004,Café,Pastries,Cinnamon Roll,2026-01-11,6,1,1,4.96,19,16,3,26,4,Frozen,09:45,3.2,sunday,0
CAF004,Café,Coffee & Beverages,Matcha Latte,2026-01-11,6,1,0,7.71,30,26,4,6,2,Ambient,08:57,1.2,sunday,0
CAF005,Café,Salads,Quinoa Power Bowl,2026-01-11,6,1,0,13.33,29,24,5,12,13,Refrigerated,07:36,3.4,sunday,0
CAF005,Café,Coffee & Beverages,Americano,2026-01-11,6,1,0,6.57,41,35,6,8,3,Refrigerated,07:59,2.2,sunday,0
BAK001,Bakery,Bread,Baguette,2026-01-11,6,1,0,4.52,45,35,10,42,4,Frozen,06:58,1.7,sunday,0
BAK001,Bakery,Cakes,Lemon Drizzle,2026-01-11,6,1,0,10.67,25,19,6,98,17,Refrigerated,08:03,2.3,sunday,0
BAK001,Bakery,Tarts,Pecan Tart,2026-01-11,6,1,0,7.9,65,54,11,44,24,Refrigerated,07:04,3.8,sunday,0
BAK001,Bakery,Pastries,Pain au Chocolat,2026-01-11,6,1,0,4.12,36,27,9,31,4,Refrigerated,07:49,1.6,sunday,0
BAK002,Bakery,Bread,Baguette,2026-01-11,6,1,1,8.13,20,16,4,42,1,Frozen,09:22,2.2,sunday,0
BAK002,Bakery,Pastries,Danish Pastry,2026-01-11,6,1,0,3.62,66,56,10,59,1,Refrigerated,06:06,3.4,sunday,0
BAK003,Bakery,Pastries,Cheese Danish,2026-01-11,6,1,0,4.99,25,20,5,28,0,Ambient,10:12,3.7,sunday,0
BAK003,Bakery,Tarts,Pecan Tart,2026-01-11,6,1,1,4.99,74,64,10,51,22,Frozen,08:24,3.0,sunday,0
BAK004,Bakery,Cakes,Chocolate Fudge,2026-01-11,6,1,0,14.07,19,14,5,85,30,Refrigerated,08:35,2.4,sunday,0
BAK004,Bakery,Tarts,Chocolate Tart,2026-01-11,6,1,0,5.3,46,38,8,25,22,Frozen,09:22,2.4,sunday,0
BAK005,Bakery,Tarts,Lemon Tart,2026-01-11,6,1,1,4.6,43,35,8,41,11,Frozen,09:30,2.6,sunday,0
BAK005,Bakery,Cakes,Carrot Cake,2026-01-11,6,1,0,7.8,45,38,7,55,39,Frozen,10:14,2.7,sunday,0
BAK005,Bakery,Pastries,Danish Pastry,2026-01-11,6,1,0,4.2,55,46,9,61,0,Refrigerated,09:22,3.8,sunday,0
BAK005,Bakery,Cookies,Oatmeal Raisin,2026-01-11,6,1,0,4.59,78,65,13,177,6,Ambient,06:38,1.7,sunday,0
FNB001,Small F&B,Noodle Dishes,Pad Thai,2026-01-11,6,1,0,9.42,29,23,6,5,21,Frozen,10:23,3.1,sunday,0
FNB001,Small F&B,Desserts,Taiyaki,2026-01-11,6,1,0,7.81,28,23,5,51,30,Refrigerated,10:41,2.0,sunday,0
FNB001,Small F&B,Soup & Sides,Korokke,2026-01-11,6,1,0,7.15,34,29,5,36,9,Frozen,09:18,1.4,sunday,0
FNB001,Small F&B,Rice Dishes,Bibimbap,2026-01-11,6,1,1,10.74,56,50,6,7,18,Refrigerated,10:09,2.0,sunday,0
FNB002,Small F&B,Noodle Dishes,Pad Thai,2026-01-11,6,1,1,12.13,36,31,5,9,18,Refrigerated,09:46,1.0,sunday,0
FNB002,Small F&B,Rice Dishes,Teriyaki Don,2026-01-11,6,1,0,14.19,51,43,8,10,18,Refrigerated,09:50,3.6,sunday,0
FNB002,Small F&B,Bento Sets,Tempura Bento,2026-01-11,6,1,0,15.61,22,17,5,9,22,Refrigerated,07:56,2.1,sunday,0
FNB003,Small F&B,Bento Sets,Teriyaki Bento,2026-01-11,6,1,0,15.45,30,26,4,7,23,Refrigerated,07:12,2.2,sunday,0
FNB003,Small F&B,Soup & Sides,Korokke,2026-01-11,6,1,0,5.06,38,33,5,37,14,Ambient,08:31,1.5,sunday,0
FNB004,Small F&B,Desserts,Mochi Ice Cream,2026-01-11,6,1,0,6.15,30,24,6,54,13,Frozen,07:25,2.4,sunday,0
FNB004,Small F&B,Soup & Sides,Korokke,2026-01-11,6,1,0,5.55,43,36,7,40,5,Refrigerated,07:29,1.8,sunday,0
FNB004,Small F&B,Rice Dishes,Teriyaki Don,2026-01-11,6,1,1,13.27,26,21,5,12,28,Refrigerated,10:37,1.7,sunday,0
FNB005,Small F&B,Soup & Sides,Takoyaki,2026-01-11,6,1,0,5.2,45,38,7,44,14,Refrigerated,10:51,2.7,sunday,0
FNB005,Small F&B,Desserts,Matcha Parfait,2026-01-11,6,1,0,7.04,30,24,6,32,11,Frozen,08:43,2.3,sunday,0
FNB005,Small F&B,Bento Sets,Sushi Set,2026-01-11,6,1,1,14.06,24,20,4,23,30,Refrigerated,09:33,2.4,sunday,0
FNB005,Small F&B,Rice Dishes,Bibimbap,2026-01-11,6,1,1,12.11,46,41,5,5,18,Ambient,08:06,3.4,sunday,0
CAF001,Café,Sandwiches,Tuna Melt,2026-01-12,0,0,1,9.86,40,37,3,10,14,Ambient,08:44,2.2,transition,0
CAF001,Café,Salads,Greek Salad,2026-01-12,0,0,0,9.25,40,35,5,13,13,Frozen,09:19,1.9,transition,0
CAF001,Café,Desserts,Tiramisu,2026-01-12,0,0,0,11.83,24,21,3,52,20,Frozen,07:26,2.8,transition,0
CAF002,Café,Salads,Garden Fresh,2026-01-12,0,0,0,12.96,14,12,2,20,20,Refrigerated,09:56,2.7,transition,0
CAF002,Café,Sandwiches,Chicken Avocado Wrap,2026-01-12,0,0,1,11.18,25,23,2,17,8,Ambient,07:52,2.4,transition,0
CAF002,Café,Coffee & Beverages,Cappuccino,2026-01-12,0,0,0,5.35,41,37,4,7,4,Ambient,07:53,3.7,transition,0
CAF003,Café,Coffee & Beverages,Latte,2026-01-12,0,0,0,7.49,23,20,3,5,4,Refrigerated,08:32,1.1,transition,0
CAF003,Café,Salads,Caesar Salad,2026-01-12,0,0,0,11.37,18,16,2,12,11,Refrigerated,07:51,3.8,transition,0
CAF003,Café,Desserts,Chocolate Cake,2026-01-12,0,0,0,8.54,34,31,3,37,24,Refrigerated,07:33,3.5,transition,0
CAF004,Café,Sandwiches,Tuna Melt,2026-01-12,0,0,0,7.32,27,23,4,14,15,Frozen,09:57,3.0,transition,0
CAF004,Café,Desserts,Cheesecake,2026-01-12,0,0,0,11.4,48,43,5,32,10,Refrigerated,08:18,1.8,transition,0
CAF004,Café,Pastries,Croissant,2026-01-12,0,0,0,5.83,46,40,6,69,1,Refrigerated,08:40,3.4,transition,0
CAF004,Café,Coffee & Beverages,Cold Brew,2026-01-12,0,0,0,5.55,20,17,3,5,4,Frozen,06:08,3.2,transition,0
CAF005,Café,Sandwiches,Chicken Avocado Wrap,2026-01-12,0,0,0,8.78,29,25,4,17,9,Frozen,08:29,3.6,transition,0
CAF005,Café,Coffee & Beverages,Cold Brew,2026-01-12,0,0,1,6.53,49,45,4,8,2,Frozen,09:24,2.6,transition,0
BAK001,Bakery,Pastries,Apple Turnover,2026-01-12,0,0,0,5.14,73,60,13,35,0,Frozen,08:40,4.0,transition,0
BAK001,Bakery,Tarts,Chocolate Tart,2026-01-12,0,0,0,5.59,36,28,8,72,12,Ambient,06:27,2.9,transition,0
BAK002,Bakery,Bread,Whole Wheat Loaf,2026-01-12,0,0,0,7.65,16,11,5,91,3,Refrigerated,06:00,2.9,transition,0
BAK002,Bakery,Tarts,Pecan Tart,2026-01-12,0,0,0,5.75,28,23,5,34,12,Refrigerated,09:19,3.8,transition,0
BAK002,Bakery,Cakes,Coffee Cake,2026-01-12,0,0,0,9.7,32,26,6,93,39,Frozen,07:58,3.8,transition,0
BAK003,Bakery,Pastries,Almond Twist,2026-01-12,0,0,0,5.52,30,23,7,26,3,Refrigerated,09:16,3.3,transition,0
BAK003,Bakery,Tarts,Fruit Tart,2026-01-12,0,0,1,7.15,17,13,4,52,22,Ambient,06:16,2.4,transition,0
BAK003,Bakery,Cakes,Victoria Sponge,2026-01-12,0,0,0,9.41,27,22,5,65,28,Ambient,09:06,2.5,transition,0
BAK003,Bakery,Bread,Sourdough Loaf,2026-01-12,0,0,0,6.49,40,34,6,49,5,Frozen,09:18,1.5,transition,0
BAK004,Bakery,Cookies,Chocolate Chip,2026-01-12,0,0,0,4.18,29,23,6,206,6,Refrigerated,09:04,3.2,transition,0
BAK004,Bakery,Cakes,Carrot Cake,2026-01-12,0,0,0,10.65,52,43,9,70,42,Ambient,06:18,2.1,transition,0
BAK004,Bakery,Bread,Sourdough Loaf,2026-01-12,0,0,1,4.47,20,16,4,45,5,Ambient,07:28,3.9,transition,0
BAK004,Bakery,Tarts,Pecan Tart,2026-01-12,0,0,0,7.76,38,31,7,53,18,Refrigerated,09:44,3.6,transition,0
BAK005,Bakery,Bread,Sourdough Loaf,2026-01-12,0,0,0,8.91,35,27,8,85,9,Frozen,08:11,2.8,transition,0
BAK005,Bakery,Pastries,Danish Pastry,2026-01-12,0,0,0,5.43,77,66,11,26,0,Refrigerated,07:20,1.0,transition,0
FNB001,Small F&B,Desserts,Red Bean Soup,2026-01-12,0,0,0,9.14,59,51,8,39,25,Refrigerated,07:43,2.9,transition,0
FNB001,Small F&B,Noodle Dishes,Miso Ramen,2026-01-12,0,0,0,9.38,30,24,6,11,15,Refrigerated,06:31,2.0,transition,0
FNB001,Small F&B,Bento Sets,Sushi Set,2026-01-12,0,0,0,13.78,44,37,7,20,34,Ambient,09:28,1.3,transition,0
FNB001,Small F&B,Soup & Sides,Takoyaki,2026-01-12,0,0,0,6.98,21,16,5,47,13,Refrigerated,06:05,3.4,transition,0
FNB002,Small F&B,Desserts,Taiyaki,2026-01-12,0,0,0,8.18,23,19,4,45,27,Frozen,09:38,2.4,transition,0
FNB002,Small F&B,Noodle Dishes,Laksa,2026-01-12,0,0,1,9.68,34,31,3,8,21,Refrigerated,09:02,3.7,transition,0
FNB002,Small F&B,Bento Sets,Yakitori Set,2026-01-12,0,0,0,12.86,59,52,7,18,26,Ambient,08:50,1.6,transition,0
FNB002,Small F&B,Soup & Sides,Miso Soup,2026-01-12,0,0,0,7.71,57,48,9,41,15,Frozen,08:32,1.4,transition,0
FNB003,Small F&B,Desserts,Red Bean Soup,2026-01-12,0,0,0,8.9,52,45,7,68,28,Frozen,07:52,1.4,transition,0
FNB003,Small F&B,Soup & Sides,Gyoza,2026-01-12,0,0,0,6.02,44,37,7,27,9,Refrigerated,07:21,3.9,transition,0
FNB004,Small F&B,Desserts,Red Bean Soup,2026-01-12,0,0,0,11.16,55,47,8,63,19,Ambient,08:58,3.0,transition,0
FNB004,Small F&B,Bento Sets,Tempura Bento,2026-01-12,0,0,0,16.03,60,51,9,17,37,Ambient,08:36,3.8,transition,0
FNB004,Small F&B,Soup & Sides,Korokke,2026-01-12,0,0,0,5.14,47,40,7,13,11,Refrigerated,06:42,1.2,transition,0
FNB005,Small F&B,Bento Sets,Katsu Don,2026-01-12,0,0,1,13.63,54,47,7,9,39,Frozen,09:47,2.7,transition,0
FNB005,Small F&B,Noodle Dishes,Beef Noodles,2026-01-12,0,0,0,10.66,38,32,6,10,22,Ambient,08:50,3.9,transition,0
FNB005,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-01-12,0,0,0,13.21,32,27,5,11,22,Refrigerated,10:45,3.1,transition,0
CAF001,Café,Desserts,Chocolate Cake,2026-01-13,1,0,0,8.69,14,12,2,56,13,Ambient,07:27,1.8,midweek,0
CAF001,Café,Pastries,Blueberry Muffin,2026-01-13,1,0,0,3.52,39,35,4,33,2,Ambient,08:49,3.8,midweek,0
CAF001,Café,Sandwiches,Tuna Melt,2026-01-13,1,0,0,10.95,45,40,5,16,13,Refrigerated,07:11,2.6,midweek,0
CAF001,Café,Coffee & Beverages,Cold Brew,2026-01-13,1,0,0,6.38,15,13,2,6,4,Frozen,07:13,3.9,midweek,0
CAF002,Café,Coffee & Beverages,Matcha Latte,2026-01-13,1,0,0,5.34,49,44,5,4,4,Ambient,07:50,3.8,midweek,0
CAF002,Café,Desserts,Chocolate Cake,2026-01-13,1,0,0,6.15,43,38,5,56,24,Refrigerated,08:18,3.7,midweek,0
CAF002,Café,Sandwiches,Turkey Sandwich,2026-01-13,1,0,0,7.84,44,39,5,12,15,Refrigerated,08:13,3.6,midweek,0
CAF002,Café,Pastries,Banana Bread,2026-01-13,1,0,0,6.81,37,32,5,71,5,Frozen,07:29,3.2,midweek,0
CAF003,Café,Sandwiches,BLT,2026-01-13,1,0,0,11.11,26,23,3,18,11,Refrigerated,07:24,3.0,midweek,0
CAF003,Café,Coffee & Beverages,Cold Brew,2026-01-13,1,0,1,4.72,47,43,4,6,2,Frozen,07:43,1.9,midweek,0
CAF004,Café,Salads,Caesar Salad,2026-01-13,1,0,0,11.37,44,39,5,46,12,Refrigerated,10:09,1.9,midweek,0
CAF004,Café,Desserts,Chocolate Cake,2026-01-13,1,0,0,11.74,10,8,2,31,11,Refrigerated,06:38,2.2,midweek,0
CAF004,Café,Sandwiches,Chicken Avocado Wrap,2026-01-13,1,0,0,10.74,32,29,3,22,7,Frozen,07:14,2.9,midweek,0
CAF005,Café,Desserts,Brownie,2026-01-13,1,0,0,6.44,14,12,2,61,25,Ambient,10:22,1.4,midweek,0
CAF005,Café,Coffee & Beverages,Cold Brew,2026-01-13,1,0,0,4.74,22,20,2,8,4,Refrigerated,08:09,2.7,midweek,0
CAF005,Café,Sandwiches,Tuna Melt,2026-01-13,1,0,0,7.84,30,27,3,19,9,Ambient,09:08,3.0,midweek,0
CAF005,Café,Pastries,Cinnamon Roll,2026-01-13,1,0,0,4.93,29,25,4,65,4,Ambient,06:17,3.6,midweek,0
BAK001,Bakery,Bread,Focaccia,2026-01-13,1,0,0,7.16,66,55,11,28,8,Ambient,07:57,4.0,midweek,0
BAK001,Bakery,Tarts,Pecan Tart,2026-01-13,1,0,0,6.07,52,42,10,29,22,Refrigerated,07:00,3.0,midweek,0
BAK001,Bakery,Cookies,Snickerdoodle,2026-01-13,1,0,0,4.21,80,69,11,312,14,Ambient,08:09,3.2,midweek,0
BAK002,Bakery,Cookies,Chocolate Chip,2026-01-13,1,0,1,3.16,44,38,6,260,11,Ambient,08:29,3.6,midweek,0
BAK002,Bakery,Pastries,Pain au Chocolat,2026-01-13,1,0,0,6.31,50,42,8,58,4,Ambient,07:41,2.1,midweek,0
BAK003,Bakery,Tarts,Chocolate Tart,2026-01-13,1,0,0,8.39,43,37,6,46,25,Refrigerated,09:56,2.8,midweek,0
BAK003,Bakery,Cakes,Carrot Cake,2026-01-13,1,0,0,8.84,80,69,11,71,20,Ambient,07:45,3.5,midweek,0
BAK004,Bakery,Bread,Ciabatta,2026-01-13,1,0,0,6.4,35,29,6,55,0,Refrigerated,06:37,1.5,midweek,0
BAK004,Bakery,Cookies,Snickerdoodle,2026-01-13,1,0,0,2.87,36,30,6,271,14,Ambient,10:40,1.1,midweek,0
BAK004,Bakery,Cakes,Lemon Drizzle,2026-01-13,1,0,0,14.58,42,36,6,109,20,Frozen,07:26,2.8,midweek,0
BAK005,Bakery,Tarts,Lemon Tart,2026-01-13,1,0,0,7.4,58,49,9,28,17,Refrigerated,07:08,1.3,midweek,0
BAK005,Bakery,Cakes,Coffee Cake,2026-01-13,1,0,0,12.47,34,26,8,52,43,Ambient,09:32,3.3,midweek,0
FNB001,Small F&B,Desserts,Red Bean Soup,2026-01-13,1,0,0,8.52,22,18,4,54,22,Refrigerated,07:51,3.2,midweek,0
FNB001,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-01-13,1,0,0,10.98,36,32,4,5,24,Ambient,08:34,2.2,midweek,0
FNB001,Small F&B,Bento Sets,Teriyaki Bento,2026-01-13,1,0,0,16.62,27,23,4,12,30,Refrigerated,08:06,1.5,midweek,0
FNB001,Small F&B,Noodle Dishes,Miso Ramen,2026-01-13,1,0,0,11.96,43,38,5,10,16,Frozen,08:50,2.7,midweek,0
FNB002,Small F&B,Bento Sets,Katsu Don,2026-01-13,1,0,0,18.19,45,37,8,9,27,Frozen,08:44,3.8,midweek,0
FNB002,Small F&B,Desserts,Taiyaki,2026-01-13,1,0,0,10.81,59,50,9,34,22,Refrigerated,10:00,3.4,midweek,0
FNB002,Small F&B,Soup & Sides,Korokke,2026-01-13,1,0,0,5.74,24,19,5,14,11,Refrigerated,10:25,2.8,midweek,0
FNB003,Small F&B,Rice Dishes,Fried Rice,2026-01-13,1,0,0,8.07,53,46,7,12,22,Ambient,08:43,1.1,midweek,0
FNB003,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-13,1,0,0,9.61,37,31,6,10,22,Refrigerated,08:33,1.0,midweek,0
FNB003,Small F&B,Bento Sets,Sushi Set,2026-01-13,1,0,0,14.28,55,49,6,14,27,Refrigerated,08:12,2.4,midweek,0
FNB003,Small F&B,Soup & Sides,Edamame,2026-01-13,1,0,0,5.63,26,21,5,33,6,Refrigerated,09:16,3.6,midweek,0
FNB004,Small F&B,Soup & Sides,Edamame,2026-01-13,1,0,0,7.03,49,42,7,13,12,Frozen,06:04,2.1,midweek,0
FNB004,Small F&B,Desserts,Dorayaki,2026-01-13,1,0,0,10.8,46,40,6,24,18,Refrigerated,07:05,2.2,midweek,0
FNB004,Small F&B,Bento Sets,Sushi Set,2026-01-13,1,0,0,19.45,50,43,7,24,28,Ambient,07:47,3.0,midweek,0
FNB004,Small F&B,Noodle Dishes,Wanton Noodles,2026-01-13,1,0,0,10.64,35,29,6,7,17,Ambient,09:22,1.5,midweek,0
FNB005,Small F&B,Soup & Sides,Takoyaki,2026-01-13,1,0,0,5.48,40,34,6,48,9,Frozen,08:48,3.7,midweek,0
FNB005,Small F&B,Rice Dishes,Bibimbap,2026-01-13,1,0,0,8.9,53,46,7,12,16,Refrigerated,08:25,3.6,midweek,0
FNB005,Small F&B,Bento Sets,Teriyaki Bento,2026-01-13,1,0,0,17.59,49,42,7,12,32,Ambient,08:20,2.1,midweek,0
FNB005,Small F&B,Desserts,Taiyaki,2026-01-13,1,0,0,7.42,50,43,7,35,25,Refrigerated,08:26,3.1,midweek,0
CAF001,Café,Salads,Greek Salad,2026-01-14,2,0,0,13.9,24,21,3,27,16,Refrigerated,08:24,1.6,midweek,0
CAF001,Café,Pastries,Cinnamon Roll,2026-01-14,2,0,0,6.72,21,19,2,64,4,Ambient,08:20,3.4,midweek,0
CAF001,Café,Sandwiches,BLT,2026-01-14,2,0,0,7.24,16,14,2,14,12,Ambient,09:06,2.3,midweek,0
CAF002,Café,Desserts,Carrot Cake,2026-01-14,2,0,0,6.73,48,42,6,65,27,Refrigerated,07:49,1.9,midweek,0
CAF002,Café,Sandwiches,Tuna Melt,2026-01-14,2,0,0,11.45,34,29,5,10,7,Refrigerated,08:59,2.0,midweek,0
CAF002,Café,Pastries,Croissant,2026-01-14,2,0,0,3.82,31,27,4,42,5,Refrigerated,07:41,2.2,midweek,0
CAF002,Café,Coffee & Beverages,Americano,2026-01-14,2,0,0,7.12,43,38,5,5,2,Refrigerated,06:15,3.0,midweek,0
CAF003,Café,Pastries,Cinnamon Roll,2026-01-14,2,0,0,3.91,14,12,2,27,0,Refrigerated,09:33,3.3,midweek,0
CAF003,Café,Desserts,Cheesecake,2026-01-14,2,0,0,6.51,34,31,3,42,24,Ambient,08:08,2.6,midweek,0
CAF004,Café,Sandwiches,BLT,2026-01-14,2,0,0,11.67,45,41,4,23,7,Frozen,08:29,2.9,midweek,0
CAF004,Café,Salads,Garden Fresh,2026-01-14,2,0,0,12.2,44,40,4,46,11,Refrigerated,09:28,1.9,midweek,0
CAF004,Café,Pastries,Croissant,2026-01-14,2,0,0,3.5,18,15,3,24,5,Refrigerated,10:48,2.4,midweek,0
CAF005,Café,Desserts,Brownie,2026-01-14,2,0,0,8.24,36,32,4,39,15,Refrigerated,09:41,2.2,midweek,0
CAF005,Café,Pastries,Cinnamon Roll,2026-01-14,2,0,0,6.0,43,38,5,68,5,Frozen,07:41,3.2,midweek,0
CAF005,Café,Coffee & Beverages,Cappuccino,2026-01-14,2,0,0,5.14,28,24,4,7,4,Refrigerated,09:31,1.6,midweek,0
BAK001,Bakery,Bread,Baguette,2026-01-14,2,0,0,4.63,71,59,12,43,0,Ambient,08:21,2.3,midweek,0
BAK001,Bakery,Pastries,Apple Turnover,2026-01-14,2,0,0,5.35,19,13,6,33,0,Frozen,07:25,1.2,midweek,0
BAK001,Bakery,Tarts,Pecan Tart,2026-01-14,2,0,0,7.77,16,12,4,39,22,Refrigerated,09:28,1.7,midweek,0
BAK001,Bakery,Cookies,Chocolate Chip,2026-01-14,2,0,0,3.8,41,35,6,247,10,Refrigerated,07:46,1.1,midweek,0
BAK002,Bakery,Cookies,Double Chocolate,2026-01-14,2,0,0,4.72,42,34,8,279,10,Ambient,06:50,1.8,midweek,0
BAK002,Bakery,Cakes,Victoria Sponge,2026-01-14,2,0,0,14.75,75,63,12,59,22,Ambient,07:05,3.1,midweek,0
BAK002,Bakery,Bread,Sourdough Loaf,2026-01-14,2,0,0,4.3,34,26,8,40,7,Refrigerated,07:35,3.4,midweek,0
BAK003,Bakery,Pastries,Cheese Danish,2026-01-14,2,0,0,4.93,32,25,7,69,3,Ambient,08:34,3.1,midweek,0
BAK003,Bakery,Bread,Baguette,2026-01-14,2,0,0,5.62,74,62,12,94,2,Frozen,06:09,2.3,midweek,0
BAK003,Bakery,Cakes,Chocolate Fudge,2026-01-14,2,0,0,7.01,79,67,12,50,34,Ambient,09:49,2.9,midweek,0
BAK004,Bakery,Cookies,Snickerdoodle,2026-01-14,2,0,0,2.89,51,43,8,196,6,Refrigerated,08:04,1.1,midweek,0
BAK004,Bakery,Pastries,Pain au Chocolat,2026-01-14,2,0,0,4.31,77,66,11,65,3,Ambient,08:33,2.9,midweek,0
BAK004,Bakery,Cakes,Carrot Cake,2026-01-14,2,0,1,11.85,24,19,5,110,44,Frozen,09:05,2.4,midweek,0
BAK004,Bakery,Tarts,Chocolate Tart,2026-01-14,2,0,0,7.79,22,18,4,26,12,Ambient,09:04,3.8,midweek,0
BAK005,Bakery,Pastries,Almond Twist,2026-01-14,2,0,0,6.13,37,30,7,71,0,Refrigerated,09:36,2.1,midweek,0
BAK005,Bakery,Cookies,Chocolate Chip,2026-01-14,2,0,0,2.92,38,31,7,336,7,Refrigerated,08:38,2.3,midweek,0
BAK005,Bakery,Bread,Baguette,2026-01-14,2,0,0,8.22,67,56,11,65,9,Refrigerated,07:34,1.6,midweek,0
BAK005,Bakery,Cakes,Lemon Drizzle,2026-01-14,2,0,0,9.88,72,62,10,52,24,Refrigerated,08:33,1.4,midweek,0
FNB001,Small F&B,Noodle Dishes,Laksa,2026-01-14,2,0,0,14.4,37,32,5,6,13,Refrigerated,06:22,1.5,midweek,0
FNB001,Small F&B,Bento Sets,Tempura Bento,2026-01-14,2,0,0,13.86,39,33,6,12,22,Refrigerated,09:50,2.4,midweek,0
FNB002,Small F&B,Desserts,Mochi Ice Cream,2026-01-14,2,0,0,10.38,56,49,7,45,21,Refrigerated,09:27,2.2,midweek,0
